Guideline,Section,Topic,Identifier,Revision,Updated,All,OS,P,S,TS,ML1,ML2,ML3,Description,Responsible Entity,Implementation Status,Implementation Comments
Guidelines for System Hardening,Authentication hardening,Setting credentials for user accounts,ISM-1593,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Users provide sufficient evidence to verify their identity when requesting new credentials.,,,
Guidelines for System Hardening,Authentication hardening,Setting credentials for user accounts,ISM-1227,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Credentials set for user accounts are randomly generated.,,,
Guidelines for System Hardening,Authentication hardening,Setting credentials for user accounts,ISM-1594,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials are provided to users via a secure communications channel or, if not possible, split into two parts with one part provided to users and the other part provided to supervisors.",,,
Guidelines for System Hardening,Authentication hardening,Setting credentials for user accounts,ISM-1595,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Credentials provided to users are changed on first use.,,,
Guidelines for System Hardening,Authentication hardening,Setting credentials for user accounts,ISM-1596,2,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials, in the form of memorised secrets, are not reused by users across different systems.",,,
Guidelines for System Hardening,Authentication hardening,"Setting credentials for break glass accounts, local administrator accounts and service accounts",ISM-1685,2,45466,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"Credentials for break glass accounts, local administrator accounts and service accounts are long, unique, unpredictable and managed.",,,
Guidelines for System Hardening,Authentication hardening,"Setting credentials for break glass accounts, local administrator accounts and service accounts",ISM-1795,1,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials for break glass accounts, local administrator accounts and service accounts are a minimum of 30 characters.",,,
Guidelines for System Hardening,Authentication hardening,"Setting credentials for break glass accounts, local administrator accounts and service accounts",ISM-1619,0,45585,Yes,Yes,Yes,Yes,Yes,No,No,No,Service accounts are created as group Managed Service Accounts.,,,
Guidelines for System Hardening,Authentication hardening,Changing credentials,ISM-1590,2,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials are changed if:
• they are compromised
• they are suspected of being compromised
• they are discovered stored on networks in the clear
• they are discovered being transferred across networks in the clear
• membership of a shared account changes
• they have not been changed in the past 12 months.",,,
Guidelines for System Hardening,Authentication hardening,Changing credentials,ISM-1847,0,45374,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials for the Kerberos Key Distribution Center’s service account (KRBTGT) are changed twice, allowing for replication to all Microsoft Active Directory Domain Services domain controllers in-between each change, if:
• the domain has been directly compromised
• the domain is suspected of being compromised
• they have not been changed in the past 12 months.",,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-0418,6,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials are kept separate from systems they are used to authenticate to, except for when performing authentication activities.",,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1597,0,45524,Yes,Yes,Yes,Yes,Yes,No,No,No,Credentials are obscured as they are entered into systems.,,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1896,0,45649,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Memory integrity functionality is enabled.,,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1861,2,45649,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Local Security Authority protection functionality is enabled.,,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1686,1,45649,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Credential Guard functionality is enabled.,,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1897,0,45649,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Remote Credential Guard functionality is enabled.,,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1749,0,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Cached credentials are limited to one previous logon.,,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1402,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"Credentials stored on systems are protected by a password manager; a hardware security module; or by salting, hashing and stretching them before storage within a database.",,,
Guidelines for System Hardening,Authentication hardening,Protecting credentials,ISM-1875,0,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,Networks are scanned at least monthly to identify any credentials that are being stored in the clear.,,,
Guidelines for System Hardening,Authentication hardening,Account lockouts,ISM-1403,3,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,"Accounts, except for break glass accounts, are locked out after a maximum of five failed logon attempts.",,,
Guidelines for System Hardening,Authentication hardening,Session termination,ISM-0853,3,45557,Yes,Yes,Yes,Yes,Yes,No,No,No,"On a daily basis, outside of business hours and after an appropriate period of inactivity, user sessions are terminated and workstations are restarted.",,,
Guidelines for System Hardening,Authentication hardening,Session and screen locking,ISM-0428,9,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"Systems are configured with a session or screen lock that:
• activates after a maximum of 15 minutes of user inactivity, or if manually activated by users
• conceals all session content on the screen
• ensures that the screen does not enter a power saving state before the session or screen lock is activated
• requires users to authenticate to unlock the session
• denies users the ability to disable the session or screen locking mechanism.",,,
Guidelines for System Hardening,Authentication hardening,Logon banner,ISM-0408,5,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,Systems have a logon banner that reminds users of their security responsibilities when accessing the system and its resources.,,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1460,4,45374,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware, the isolation mechanism is from a vendor that has demonstrated a commitment to secure-by-design and secure-by-default principles, use of memory-safe programming languages where possible, secure programming practices, and maintaining the security of their products.",,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1604,0,45524,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware, the configuration of the isolation mechanism is hardened by removing unneeded functionality and restricting access to the administrative interface used to manage the isolation mechanism.",,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1605,1,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware, the underlying operating system is hardened.",,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1606,2,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware, patches, updates or vendor mitigations for vulnerabilities are applied to the isolation mechanism and underlying operating system in a timely manner.",,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1848,0,45374,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware, the isolation mechanism or underlying operating system is replaced when it is no longer supported by a vendor.",,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1607,0,45524,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware, integrity and log monitoring are performed for the isolation mechanism and underlying operating system in a timely manner.",,,
Guidelines for System Hardening,Virtualisation hardening,Functional separation between computing environments,ISM-1461,5,45373,No,No,No,Yes,Yes,No,No,No,"When using a software-based isolation mechanism to share a physical server’s hardware for SECRET or TOP SECRET computing environments, the physical server and all computing environments are of the same classification and belong to the same security domain.",,,
Guidelines for System Management,System administration,System administration processes and procedures,ISM-0042,6,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"System administration processes, and supporting system administration procedures, are developed, implemented and maintained.",,,
Guidelines for System Management,System administration,System administration processes and procedures,ISM-1211,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"System administrators document requirements for administrative activities, consider potential security impacts, obtain any necessary approvals, notify users of any disruptions or outages, and maintain system and security documentation.",,,
Guidelines for System Management,System administration,Separate privileged operating environments,ISM-1898,0,45649,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Secure Admin Workstations are used in the performance of administrative activities.,,,
Guidelines for System Management,System administration,Separate privileged operating environments,ISM-1380,5,45556,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Privileged users use separate privileged and unprivileged operating environments.,,,
Guidelines for System Management,System administration,Separate privileged operating environments,ISM-1687,0,45556,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Privileged operating environments are not virtualised within unprivileged operating environments.,,,
Guidelines for System Management,System administration,Separate privileged operating environments,ISM-1688,0,45556,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unprivileged accounts cannot logon to privileged operating environments.,,,
Guidelines for System Management,System administration,Separate privileged operating environments,ISM-1689,0,45556,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Privileged accounts (excluding local administrator accounts) cannot logon to unprivileged operating environments.,,,
Guidelines for System Management,System administration,Administrative infrastructure,ISM-1385,4,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,Administrative infrastructure is segregated from the wider network and the internet.,,,
